B/N TANGO ROUND 1,,,
24,,,
30,,,
1,,,
TANGO,,,
100,x,x,x
101,x,x,x
104,x,x,x
106,x,x,x
109,x,x,x
110,,,
112,x,x,x
114,,,x
117,x,x,x
118,x,x,
121,x,x,x
123,,x,x
124,x,x,x
125,x,x,
127,x,,x
129,x,x,x
133,x,x,x
138,,,x
141,x,x,
144,x,x,x
146,x,x,
148,x,x,x
149,x,x,
151,,x,x
153,x,x,x
156,,,x
160,x,x,x
161,x,x,x
165,x,x,x
168,x,,x
